"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Jati asih bekasi selatan","Jati sari jati asih bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","475 jt","2","1","37 m²","Rp 7.916.667 per m²","",""
"Jati mekar, bekasi","Jl raya kodau, Jatiasih, Bekasi, Jawa Barat","Rp","550 jt","3","1","70 m²","Rp 3.846.154 per m²","",""
"Jatiasih","Jatiasih, Bekasi, Jawa Barat","Rp","2,5 M","4","3","150 m²","Rp 20.833.333 per m²","",""
"galaxy",". Perumahan mediterania regency cikunir, Galaxy, Bekasi, Jawa Barat","Rp","2,5 M","4","3","150 m²","Rp 20.833.333 per m²","",""
"Minimalis pinggir jalan jatiasih","Jl. Wibawa Mukti 2, Jatiasih, Bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","1,35 M","3","3","87 m²","Rp 18.750.000 per m²","",""
"Rumah second 3 lantai full furnished dijatimekar","Jl Kodau Jatimekar, Jatimekar, Bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","2,75 M","4","4","270 m²","Rp 29.255.319 per m²","",""
"Jatiasih","Jl. Wibawa Mukti 2, Jatiasih, Bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","650 jt","2","1","60 m²","Rp 7.222.222 per m²","",""
"Galuh Residence","Jl Kemang Raya Jaticempaka  Pondok Gede Bekasi, Pondokgede, Bekasi, Jawa Barat","Rp","1,63 M","4","3","113 m²","Rp 14.298.246 per m²","",""
"Harapan Indah","Harapan Indah, Bekasi, Jawa Barat","Rp","970 jt","3","2","63 m²","Rp 18.301.887 per m²","",""
"4 Bedrooms Rumah Jati Warna, Bekasi, Jawa Barat","Jati Warna, Bekasi, Jawa Barat","Rp","3,4 M","4","4","373 m²","Rp 8.114.558 per m²","",""
"Jl. Raya Kemang Jaticempaka Bekasi","Jalan Raya Kemang Jaticempaka Bekasi, Jati Waringin, Bekasi, Jawa Barat","Rp","45 M","9","8","820 m²","Rp 9.056.148 per m²","",""
"Rumah Siap Huni Ada Fasilitas Lapangan Bola di Dekat Mekarsari Cileungsi Bogor","Jl. Baiturahmah gandoang cileungsi, Muktijaya, Cibubur, Bekasi, Jawa Barat","Rp","345 jt","2","1","36 m²","Rp 5.750.000 per m²","",""
"Rumah Murah 2 Lantai dekat Harapan Indah Bekasi","Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","779 jt","3","2","63 m²","Rp 14.698.113 per m²","",""
"Dijual cepat rumah termurah di Kemang Pratama Bekasi","Kemang Pratama, Bekasi, Jawa Barat","Rp","1,65 M","4","3","150 m²","Rp 12.222.222 per m²","",""
"Dijual Rumah mungil dan indah di Pondok ungu Permai. Bekasi","Pondok ungu Permai. Bekasi, Pondok Ungu, Bekasi, Jawa Barat","Rp","580 jt","3","1","60 m²","Rp 9.666.667 per m²","",""
"Rumah Jatiwarna Bekasi","Jatiwarna, Jati Warna, Bekasi, Jawa Barat","Rp","3,6 M","3","2","300 m²","Rp 7.982.262 per m²","",""
"Rumah Jati Bening Baru Bekasi","Jati Bening, Bekasi, Jawa Barat","Rp","1,75 M","5","3","250 m²","Rp 11.290.323 per m²","",""
"Summarecon Crown Gading","Jl Boulevard, Babelan, Bekasi, Jawa Barat","Rp","999,688 jt","3","2","77 m²","Rp 12.982.961 per m²","",""
"Gracia Ayu Cibitung","Cibitung Raya, Cibitung, Bekasi, Jawa Barat","Rp","820 jt","3","3","83 m²","Rp 11.232.877 per m²","",""
"Summarecon Bekasi","Jl Boulevard, Bekasi Utara, Bekasi, Jawa Barat","Rp","1,5808888 M","3","2","69 m²","Rp 23.952.861 per m²","",""
"Cluster Cristallo Prima Harapan Regency Summarecon","Jl. Boulevard, Bekasi Utara, Bekasi, Jawa Barat","Rp","960 jt","3","2","50 m²","Rp 13.333.333 per m²","",""
"Lippo Cikarang","Jl. MH. Thamrin, Kel. Sukaresmi Cibatu Serang, Cikarang Selatan, Bekasi, Jawa Barat","Rp","2,5 M","3","3","145 m²","Rp 23.809.524 per m²","",""
"Harapan Indah",". Jl Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","885 jt","3","1","50 m²","Rp 10.925.926 per m²","",""
"Griya asri Taman mini jatimakmur","Griya Asri Taman mini, Jati Makmur, Bekasi, Jawa Barat","Rp","1,4 M","3","2","180 m²","Rp 13.861.386 per m²","",""
"Palem Lestari","Jalan Jatiraden, Cibubur, Bekasi, Jawa Barat","Rp","1,210449204 M","3","2","84 m²","Rp 15.720.120 per m²","",""
"Perumahan Mukti Jaya Hijau","Jalan Cileungsi Raya, Setu, Bekasi, Jawa Barat","Rp","345,5 jt","2","1","60 m²","Rp 10.796.875 per m²","",""
"Palem Lestari","Jalan Jatiraden, Jatisampurna, Bekasi, Jawa Barat","Rp","1,210449204 M","3","2","77 m²","Rp 14.410.110 per m²","",""
"Palem Lestari","Jalan Jatiraden, Bekasi Selatan, Bekasi, Jawa Barat","Rp","1,210449204 M","3","2","84 m²","Rp 15.720.120 per m²","",""
"Palem Lestari","Jalan Jatiraden, Bekasi, Bekasi, Jawa Barat","Rp","1,210449204 M","3","2","77 m²","Rp 14.410.110 per m²","",""
"Perumahan Mukti Jaya Hijau","Jalan Cileungsi Raya, Bekasi, Bekasi, Jawa Barat","Rp","345,5 jt","2","1","32 m²","Rp 5.758.333 per m²","",""
"Kota Harapan Indah","Jl Bekasi Raya, Bekasi, Bekasi, Jawa Barat","Rp","869 jt","3","1","50 m²","Rp 10.728.395 per m²","",""
"Summarecon Bekasi Cluster Acacia Bekasi","Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,7 M","4","4","200 m²","Rp 19.852.941 per m²","",""
"Perumahan Mukti Jaya Hijau","Jalan Cileungsi Raya, Cibubur, Bekasi, Jawa Barat","Rp","345,5 jt","2","1","32 m²","Rp 5.758.333 per m²","",""
"Legenda Wisata",". Jl. Raya Alternatif Cibubur, Cikeas Udik, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","2,1 M","3","3","330 m²","Rp 10.000.000 per m²","",""
"Jatiasih, Cibubur Bekasi","Jatiasih, Cibubur Bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","400 jt","2","1","40 m²","Rp 6.666.667 per m²","",""
"Jati Kramat Indah","Jl. Jatikramat, Jatikramat, Jatiasih, Bekasi, Jawa Barat","Rp","450 jt","3","2","55 m²","Rp 6.428.571 per m²","",""
"RUMAH SUBSIDI CICILAN 1 JUTAAN DI CIKARANG BEKASI","Cibarusa Cikarang Bekasi, Cibarusah, Bekasi, Jawa Barat","Rp","168 jt","2","2","29 m²","Rp 2.800.000 per m²","",""
"Cikunir Jaka Mulya Bekasi","Cikunir, Bekasi, Jawa Barat","Rp","1,35 M","4","3","120 m²","Rp 10.150.376 per m²","",""
"DIJUAL RUMAH IDAMAN TERMURAH PALEM LESTARI SEJUK SEHAT 10 MENIT KE TOL JATI ASIH","Jalan mess all jati Raden bekasi, Jaka Sampurna, Bekasi, Jawa Barat","Rp","1,187653954 M","3","2","77 m²","Rp 14.138.738 per m²","",""
"Jati cempaka bekasi","Kemang Sari, Bekasi, Bekasi, Jawa Barat","Rp","45 M","9","8","820 m²","Rp 9.056.148 per m²","",""
"Villa Meutia Kirana","Jl Cut Meutia, Bekasi, Bekasi Timur, Bekasi, Jawa Barat","Rp","2,5 M","4","3","110 m²","Rp 18.518.519 per m²","",""
"Harapan Indah Bekasi cluster Samata","cluster Samata, Bekasi Timur, Bekasi, Jawa Barat","Rp","1,5 M","3","2","94 m²","Rp 13.157.895 per m²","",""
"Rumah 2 lantai Dp 0% di Taruma jaya, Bekasi Utara","Bekasi Utara, Bekasi, Jawa Barat","Rp","779 jt","3","2","63 m²","Rp 14.425.926 per m²","",""
"Boulevar Hijau Harapan Indah","Pejuang Jaya, Bekasi Barat, Bekasi Barat, Bekasi, Jawa Barat","Rp","2,1 M","3","2","225 m²","Rp 12.352.941 per m²","",""
"Dijual Rumah di Harapan Mulya, Bekasi. Cluster Bougenvile.","Harapan Indah, Bekasi, Jawa Barat","Rp","640 jt","2","1","60 m²","Rp 6.213.592 per m²","",""
"VILLA GADING HARAPAN (72523) RC","Babelan, Bekasi, Jawa Barat","Rp","330 jt","2","1","45 m²","Rp 5.500.000 per m²","",""
"SAHARA INDAH PERMAI (72522) RC","Tambun Utara, Bekasi, Jawa Barat","Rp","240 jt","2","1","45 m²","Rp 4.000.000 per m²","",""
"Jatiasih, Jatibening, Bekasi","Jatiasih, Jatibening, Bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","550 jt","3","2","54 m²","Rp 11.000.000 per m²","",""
"VILLA INDAH PERMAI (72521) RC","Teluk Pucung, Bekasi, Jawa Barat","Rp","800 jt","3","1","69 m²","Rp 8.888.889 per m²","",""
"Dijual Rumah di Harapan Mulya Regency, Bekasi.","Harapan Indah, Bekasi, Jawa Barat","Rp","700 jt","3","2","53 m²","Rp 7.777.778 per m²","",""
"Dijual Rumah Baru Siap Huni 3 Kamar Tanpa Dp 1 Km ke Tol Jatiasih","Jl.Wibawa Mukti 2, Jatiasih, Bekasi, Jawa Barat","Rp","780 jt","3","1","68 m²","Rp 8.297.872 per m²","",""
"Rumah Murah Type 48/90 Tanpa Dp Free Biaya Kpr Bangunan Modern","Jl.Kelapa Dua,  Mustikajaya, Mustikajaya, Bekasi, Jawa Barat","Rp","660 jt","2","1","48 m²","Rp 7.333.333 per m²","",""
"RUMAH FREE PPN 5JT LANGSUNG AKAD Taman Puri Cendana","Jalan Taman Puri Cendana, Tambun Selatan, Bekasi, Jawa Barat","Rp","500 jt","2","1","40 m²","Rp 6.944.444 per m²","",""
"Rumah BEKASI FULLY FURNISHED 35jt Langsung akad De Garden","Jl. Karang satria bekasi, Bekasi Utara, Bekasi, Jawa Barat","Rp","600 jt","2","2","55 m²","Rp 10.000.000 per m²","",""
"Z LIVING Grand Wisata | Rumah TANPA DP, Cicilan 7jtan","Jl.Boulevard Grand Wisata, Grand Wisata, Bekasi, Jawa Barat","Rp","1,5 M","3","2","88 m²","Rp 22.727.273 per m²","",""
"10jt Sampai Akad Akad Emerald Terrace Jatiasih","Jl. Raya Jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","968 jt","2","2","51 m²","Rp 16.133.333 per m²","",""
"Cluster Citaville Pilar Cikarang 500jtan","Jl.Pilar Sukatani, Cikarang, Bekasi, Jawa Barat","Rp","500 jt","2","1","38 m²","Rp 8.333.333 per m²","",""
"Rumah GRAND WISATA TANPA DP Cluster Z LIVING  CICILAN 7JT'N","Jl.Boulevard Grand Wisata, Bekasi Barat, Bekasi, Jawa Barat","Rp","1,5 M","3","2","88 m²","Rp 22.727.273 per m²","",""
"Rumah TANPA DP | FREE AC + TV| Cherry Ville Grand Wisata Bekasi 2M","Jl.Baru Grand Wisata, Grand Wisata, Bekasi, Jawa Barat","Rp","18 jt","4","3","100 m²","Rp 142.857 per m²","",""
"Rumah MEWAH DP 0 |FREE AC + TV| Cherry Ville Grand Wisata By Sinar Mas Land harga mulai 2M","Jl.Grand Wisata, Grand Wisata, Bekasi, Jawa Barat","Rp","2,1 M","4","3","126 m²","Rp 21.000.000 per m²","",""
"Asera Nishi By Harapan Indah Rumah 2 Lantai konsep jepang","Jl.Asera Boulevard, Harapan Indah, Bekasi, Jawa Barat","Rp","1,4 M","3","2","55 m²","Rp 23.333.333 per m²","",""
"Rumah 2Lantai DP 0 | By Grand Wisata Cluster New Z Living | Angsuran 7jt'an","Jl.Boulevard Grand Wisata, Grand Wisata, Bekasi, Jawa Barat","Rp","1,6 M","3","2","85 m²","Rp 16.000.000 per m²","",""
"Cluster Vettore Rumah 2 Lantai harga 1M samping Summarecon Bekasi By Prima Harapan Regency","Jl.Prima Harapan Regency, Harapan Baru, Bekasi, Jawa Barat","Rp","1 M","3","2","65 m²","Rp 13.888.889 per m²","",""
"Rumah Ready SRIMAYA BEKASI 10jt LANGSUNG AKAD BY SUMMARECON","Jl.Raya Narogong Pangkalan 6, Bantargebang, Bekasi, Jawa Barat","","450","2","1","70 m²","Rp 12 per m²","",""
"Rumah 2LANTAI TANPA DP Free Furnished | Grand Wisata Lake Garden |","Jl.Boulevard Grand Wisata, Grand Wisata, Bekasi, Jawa Barat","Rp","1,7 M","3","3","88 m²","Rp 22.077.922 per m²","",""
"Rumah 3jtan Tera Damai Cluster Curtina By Harapan Indah","jl.raya sriamur, Babelan, Bekasi, Jawa Barat","Rp","444 jt","2","1","32 m²","Rp 7.400.000 per m²","",""
"Rumah Fully Furnished Bata Merah Double Dinding Dp 35jt All In","Jl.Desa Karang Satria, Bekasi, Bekasi, Jawa Barat","Rp","680 jt","2","2","55 m²","Rp 11.333.333 per m²","",""
"Rumah 1jt'n Di pinggir Jakarta","Ds.Sriamur kec.Tambun Utara, Babelan, Bekasi, Jawa Barat","Rp","168 jt","2","1","29 m²","Rp 2.800.000 per m²","",""
"Summarecon Crown Gading Harga 900jt'an. .","Jalan Taruma Jaya, Harapan Indah, Bekasi, Jawa Barat","Rp","980 jt","2","2","50 m²","Rp 17.818.182 per m²","",""
"Pondok Ungu, Babelan, Bekasi Utara","Pondok Ungu, Bekasi, Jawa Barat","Rp","550 jt","2","1","37 m²","Rp 7.638.889 per m²","",""
"DIJUAL RUMAH SIAP HUNI ALEXANDRIA RESIDENCE DI JATISARI","Bekasi, jatiasih, Jati Sari, Bekasi, Jawa Barat","Rp","525 jt","2","1","32 m²","Rp 7.500.000 per m²","",""
"CLUSTER ASRI 2 LT BEBAS BIAYA SELANGKAH KE CIBUBUR","Jalan Utama, Jln Mess AL di Jatisampurna Bekasi, Jatisampurna, Bekasi, Jawa Barat","Rp","1,2 M","3","2","77 m²","Rp 14.285.714 per m²","",""
"RUMAH BARU 2 LANTAI PALING MURAH DALAM KOMPLEK P&K JATI MEKAR BEKASI","Jati Mekar, Jatiasih, Bekasi, Jawa Barat","Rp","1,35 M","2","2","60 m²","Rp 20.769.231 per m²","",""
"Dijual Murah, Rumah di Cluster Harmoni, Harapan Indah","Jalan Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","1,17 M","4","3","105 m²","Rp 11.142.857 per m²","",""
"Rumah dijual Cepat di Harapan Indah Bekasi","harapan indah, Harapan Indah, Bekasi, Jawa Barat","Rp","750 jt","3","1","115 m²","Rp 6.521.739 per m²","",""
"RUMAH MEWAH TANAH LUAS SIAP HUNI SEMIFURNISHED LOKASI SANGAT STRATEGIS PREMIUM DI KEMANG PRATAMA BEK","Bekasi, Bekasi, Jawa Barat","Rp","30 M","9","9","960 m²","Rp 21.428.571 per m²","",""
"Rumah Siap Huni Murah Lokasi Strategis di Jatiasih Bekasi","Jatiasih, Bekasi, Jawa Barat","Rp","885 jt","4","3","105 m²","Rp 12.642.857 per m²","",""
"RUMAH 2 LANTAI CUMA 500 JUTA DI WIBAWA MUKTI  JATILUHUR JATIASIH BEKASI","JL WIBAWA MUKTI JATILUHUR, Jatiasih, Bekasi, Jawa Barat","Rp","500 jt","3","2","60 m²","Rp 6.578.947 per m²","",""
"Harapan Indah",". Jl Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","439 jt","3","1","37 m²","Rp 7.316.667 per m²","",""
"Grand Wisata Tambun Selatan Bekasi","Bima Utama Raya, Grand Wisata, Bekasi, Jawa Barat","Rp","1,5 M","3","2","70 m²","Rp 19.480.519 per m²","",""
"Kodau Bekasi","Jalan Raya Kodau, Jatiasih, Bekasi, Jawa Barat","Rp","875 jt","2","1","60 m²","Rp 10.542.169 per m²","",""
"Pondok Gede Bekasi","Pondok gede, bekasi, Pondokgede, Bekasi, Jawa Barat","Rp","1,63 M","4","3","113 m²","Rp 14.298.246 per m²","",""
"Dijual Rumah Baru, Murah di Harapan Indah, Bekasi","Jalan Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","1,3 M","3","3","110 m²","Rp 15.662.651 per m²","",""
"Jati Waringin Pondok Gede, Bekasi","Jati Waringin, Jati Waringin, Bekasi, Jawa Barat","Rp","2,85 M","4","4","180 m²","Rp 15.745.856 per m²","",""
"Bekasi Barat","Bekasi Barat Dekat Tol Bekasi Barat, Summarecon, Bekasi Barat, Bekasi, Jawa Barat","Rp","1,12307 M","4","4","88 m²","Rp 17.016.212 per m²","",""
"Rumah siap huni di jatisari jatiasih bekasi","Jatiasih, Bekasi, Jawa Barat","Rp","600 jt","2","1","44 m²","Rp 8.333.333 per m²","",""
"Bekasi barat","Jl jaka permai, Bekasi Barat, Bekasi, Jawa Barat","Rp","3,6 M","3","3","255 m²","Rp 13.090.909 per m²","",""
"Rumah ready siap huni di kodau lokasi strategis di jatimekar jatiasih bekasi","Jatiasih, Bekasi, Jawa Barat","Rp","1,177 M","3","","90 m²","Rp 14.530.864 per m²","",""
"Dijual Rumah di Cluster Vasana Harapan Indah Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,35 M","3","3","80 m²","Rp 10.714.286 per m²","",""
"Dijual Cepat Rumah Siap Huni Baru Renovasi Cluster Aralia Harapan Indah Bekasi","harapan indah, Harapan Indah, Bekasi, Jawa Barat","Rp","1,05 M","3","2","95 m²","Rp 9.375.000 per m²","",""
"Dijual Cepat Rumah di Cluster Aralia Harapan Indah Bekasi","HARAPAN INDAH, Harapan Indah, Bekasi, Jawa Barat","Rp","1,9 M","4","3","125 m²","Rp 11.875.000 per m²","",""
"Dijual Rumah di Cluster Vasana Harapan Indah Bekasi","Harapan Indah Bekasi, Harapan Indah, Bekasi, Jawa Barat","Rp","1,4 M","3","3","80 m²","Rp 11.111.111 per m²","",""
"Rumah dijual Cepat dalam Cluster Harapan Indah Bekasi","harapan indah, Harapan Indah, Bekasi, Jawa Barat","Rp","2,7 M","4","3","280 m²","Rp 15.000.000 per m²","",""
"Dijual rumah di Harapan Indah Bekasi Cluster Lavesh","harapan indah, Harapan Indah, Bekasi, Jawa Barat","Rp","1,25 M","2","2","56 m²","Rp 14.880.952 per m²","",""
"Prima Harapan Regency","Jl. Raya Perjuangan, Harapan Baru, Harapan Baru, Bekasi, Jawa Barat","Rp","850 jt","3","1","72 m²","Rp 9.444.444 per m²","",""
"READY CLUSTER STRATEGIS BATA MERAH RATNA JATIKRAMAT BEKASI DKT JKT","Ratna, Jati Kramat, Bekasi, Jawa Barat","Rp","899,9 jt","2","1","54 m²","Rp 12.498.611 per m²","",""
"KOMPLEK STRATEGIS LUAS AKSES LEBAR BINTARA JAYA DKT TOL LRT JAKARTA","Bintara jaya, Bintara Jaya, Bekasi, Jawa Barat","Rp","1,7 M","5","3","140 m²","Rp 8.947.368 per m²","",""
"CLUSTER 20 UNIT ADA READY JAKASAMPURNA BEKASI DKT KALIMALANG JAKARTA","JAKASAMPURNA BEKASI DKT KALIMALANG JAKARTA, Bekasi Barat, Bekasi, Jawa Barat","Rp","750 jt","2","1","42 m²","Rp 10.416.667 per m²","",""
"CLUSTER STRATEGIS PONDOK MELATI BEKASI DKT JL RY TOL JT WARNA CIBUBUR","PONDOK MELATI, Bekasi Barat, Bekasi, Jawa Barat","Rp","1,1 M","3","2","115 m²","Rp 13.095.238 per m²","",""
"Lippo Cikarang","Jl. MH. Thamrin, Kel. Sukaresmi Cibatu Serang, Cikarang Selatan, Bekasi, Jawa Barat","Rp","975 jt","3","2","100 m²","Rp 13.000.000 per m²","",""
"Dijual Murah Rumah di Grand Wisata","Grand Wisata, Bekasi, Jawa Barat","Rp","1,3 M","2","1","60 m²","Rp 10.833.333 per m²","",""
"CitraGran Cluster The Dense","Jl Raya Alternatif Cibubur, Cikeas Udik, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","1,56 M","3","3","250 m²","Rp 14.857.143 per m²","",""
"CitraGran Cluster The Dense","Jl Raya Alternatif Cibubur, Cikeas Udik, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","1,4 M","2","1","119 m²","Rp 16.666.667 per m²","",""
"CitraGran",". Jl Raya Alternatif Cibubur, Cikeas Udik, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","5 M","4","3","398 m²","Rp 20.833.333 per m²","",""
"READY UNIT, TIDAK BANJIR, DP 0%, JATIASIH, BEKASI , KOTA BEKASI, JAWA BARAT, 2 LANTAI , 089609928577","Tanah Luas di kelasnya, Free canopy, Free Pagar,., Jatiasih, Bekasi, Jawa Barat","","750","2","2","53 m²","Rp 12 per m²","",""
"CitraGran",". Jl Raya Alternatif Cibubur, Cikeas Udik, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","950 jt","2","1","60 m²","Rp 10.555.556 per m²","",""
"Kontrakan Dijual Bekasi Kota","Kayuringin Jaya, Kayuringin Jaya, Bekasi, Jawa Barat","Rp","610 jt","8","8","160 m²","Rp 6.777.778 per m²","",""
"Kontrakan Produktif 8 Pintu, Turun Harga masih Nego","Karang Raharja Cikarang Utara, Cikarang Utara, Bekasi, Jawa Barat","Rp","605 jt","8","8","196 m²","Rp 2.100.694 per m²","",""
"jatibening","Jati Bening, Bekasi, Jawa Barat","Rp","1,8 M","2","4","200 m²","Rp 11.320.755 per m²","",""
"Dijual Rumah di Lippo Cikarang Cluster Meadowgreen","Cikarang Cluster Meadowgreen, Cikarang, Bekasi, Jawa Barat","Rp","680 jt","4","3","126 m²","Rp 5.396.825 per m²","",""
"Pekayon Bekasi","Pekayon Jaya, Bekasi, Jawa Barat","Rp","1,3 M","4","2","200 m²","Rp 11.304.348 per m²","",""
"Jual Rumah Exclusive Siap Huni konsep Aparthouse 7 menit ke Gerbang Tol Jatiasih","Sinar Asih 1, Galaxy, Bekasi, Jawa Barat","Rp","1,285 M","3","3","110 m²","Rp 21.416.667 per m²","",""
"Rumah paling murah 3 lantai, 15 menit ke Tol Jatiasih, Free Surat-surat","Sinar Asih 1, Jati Warna, Bekasi, Jawa Barat","Rp","1,285 M","3","3","110 m²","Rp 21.416.667 per m²","",""
"Galaxy bekasi selatan","Galaxy, Jaka Setia, Bekasi, Jawa Barat","Rp","1,7 M","4","3","300 m²","Rp 9.444.444 per m²","",""
"Dijual rumah Dp ringan cicilan flat di Cibubur","Jl. Dewa, Cibubur, Bekasi, Jawa Barat","Rp","799 jt","2","1","50 m²","Rp 10.653.333 per m²","",""
"Lippo Cikarang","Jl. MH. Thamrin, Kel. Sukaresmi Cibatu Serang, Cikarang Selatan, Bekasi, Jawa Barat","Rp","1,9 M","5","3","120 m²","Rp 9.500.000 per m²","",""
"Cluster Magnolia - Summarecon Bekasi","Cluster Magnolia - Summarecon Bekasi, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,2 M","4","4","132 m²","Rp 17.460.317 per m²","",""
"Lippo Cikarang","Jl. MH. Thamrin, Kel. Sukaresmi Cibatu Serang, Cikarang Selatan, Bekasi, Jawa Barat","Rp","1,8 M","2","2","70 m²","Rp 15.126.050 per m²","",""
"Kemang Pratama 2","Jl Raya Pekayon, Pekayon, Bekasi, Pekayon Jaya, Bekasi, Jawa Barat","Rp","1,65 M","4","3","150 m²","Rp 12.222.222 per m²","",""
"Komplek Bulevar Hijau","Komplek Bulevar Hijau, Harapan Indah, Bekasi, Jawa Barat","Rp","975 jt","3","2","96 m²","Rp 10.156.250 per m²","",""
"Dijual Rumah siap hunu, strategis dekat toll masuk keluar Tambun, Bekasi","bekasi, Grand Wisata, Bekasi, Jawa Barat","Rp","950 jt","2","1","48 m²","Rp 10.555.556 per m²","",""
"maple residence summarecon bekasi","maple residence summarecon bekasi, Bekasi, Bekasi, Jawa Barat","Rp","2,475 M","3","3","130 m²","Rp 17.187.500 per m²","",""
"Dijual Rumah 3 lantai Pejuang Pratama di Medan Satria, Bekasi","Pejuang Pratama di Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","800 jt","4","2","120 m²","Rp 13.333.333 per m²","",""
"Kalimanggis, Jatisampurna","Jl. Kalimanggis, Jatisampurna, Bekasi, Jatisampurna, Bekasi, Jawa Barat","Rp","2,6 M","10","10","500 m²","Rp 5.200.000 per m²","",""
"Cepat Dapat 2 Lantai 600 Jtan All in DP 0%","jatiasih, Jati Warna, Bekasi, Jawa Barat","","600","2","2","53 m²","Rp 9 per m²","",""
"Hunian Mewah Harga Murah 300 Jtan","mustikajaya, cimuning, bekasi timur, Bekasi Timur, Bekasi, Jawa Barat","","368","2","1","38 m²","Rp 6 per m²","",""
"Bekasi","Bekasi, Bekasi, Jawa Barat","Rp","900 jt","2","1","50 m²","Rp 15.000.000 per m²","",""
"Rumah Murah Modern Bergaya Kontemporer di Cikarang i","Sukatani Cikarang Bekasi, Cikarang, Bekasi, Jawa Barat","Rp","400 jt","2","1","38 m²","Rp 6.666.667 per m²","",""
"Dijual Murah Rumah Siapa Huni Dekat Stasiun Bekasi Kota","Alamanda Karang Satria Tambun Utara, Tambun Utara, Bekasi, Jawa Barat","Rp","360 jt","2","1","70 m²","Rp 4.736.842 per m²","",""
"Kota Harapan Indah Cluster Aralia","Jl. Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","1,2 M","2","1","62 m²","Rp 9.523.810 per m²","",""
"Monaco Jababeka Cikarang","JL. H USMAR ISMAIL, Cikarang, Bekasi, Jawa Barat","Rp","500 jt","2","2","58 m²","Rp 8.333.333 per m²","",""
"New Gardenville Jababeka","Cikarang Utara, Bekasi, Jawa Barat","Rp","411 jt","2","1","30 m²","Rp 6.850.000 per m²","",""
"Rotterdam Jababeka 2 kamar tidur","Perumahan Rotterdam Jababeka, Cikarang, Bekasi, Jawa Barat","Rp","370 jt","2","","36 m²","Rp 12.333.333 per m²","",""
"Pondok Ungu, Babelan, Harapan Indah, Bekasi","Pondok Ungu, Babelan, Harapan Indah, Bekasi, Pondok Ungu, Bekasi, Jawa Barat","Rp","600 jt","2","1","37 m²","Rp 7.692.308 per m²","",""
