"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Raffles Hills",". Jl. Alternatif Cibubur, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","8 M","4","5","500 m²","Rp 25.000.000 per m²","",""
"Raffles Hills",". Jl. Alternatif Cibubur, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","4,5 M","7","7","450 m²","Rp 15.000.000 per m²","",""
"Griya Mahari","Jalan Muhari Jatimulya Cilodong, Cilodong, Depok, Jawa Barat","Rp","694 jt","3","2","66 m²","Rp 11.566.667 per m²","",""
"Rumah Luas 2 Lantai Dekat Limo Strategis Bebas Banjir Harga All In Bisa Kpr","Cinere, Depok, Jawa Barat","Rp","1,655 M","3","3","110 m²","Rp 21.217.949 per m²","",""
"Griya Mahari","Jalan Muhari Jatimulya, Cilodong, Depok, Jawa Barat","Rp","691 jt","3","2","66 m²","Rp 11.516.667 per m²","",""
"Graha Cinere","Jl. Cinere Raya, Limo Krukut, Limo, Limo, Depok, Jawa Barat","Rp","2,85 M","4","4","250 m²","Rp 9.500.000 per m²","",""
"Villa Cinere Mas","Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","4,8 M","6","3","650 m²","Rp 11.401.425 per m²","",""
"The South cinere luxury townhouse","The South cinere luxury townhouse, Cinere, Depok, Jawa Barat","Rp","1,76 M","4","3","120 m²","Rp 19.340.659 per m²","",""
"Rumah Dekat Tol Sawangan Tanpa DP Tanpa Bunga","Jl. Raya Arco Sawangan, Sawangan, Depok, Jawa Barat","Rp","487,569 jt","2","1","42 m²","Rp 6.588.770 per m²","",""
"Cluster Audita 5","jl. Raya Pengasinan, Sawangan, Depok, Jawa Barat","Rp","435 jt","2","1","36 m²","Rp 5.800.000 per m²","",""
"Rumah minimalis DP Nol Dekat Tol Sawangan","Jl. Raya Arco Sawangan, Bojongsari, Depok, Jawa Barat","Rp","476,5969 jt","2","1","42 m²","Rp 6.440.499 per m²","",""
"Rumah Baru DP 0% Free Semua Biaya Design Minimalis Termurah Di Depok","Jl Kalimulya, Cilodong, Depok, Jawa Barat","Rp","840 jt","3","2","65 m²","Rp 8.155.340 per m²","",""
"Rumah Cantik Design Classic Modern Selangkah Dari Stasiun Depok","Cilodong, Depok, Jawa Barat","Rp","970 jt","3","2","70 m²","Rp 12.125.000 per m²","",""
"Rumah Minimalis Dekat Tol Sawangan","Jl. Arco Sawangan, Bojongsari, Depok, Jawa Barat","Rp","479,596 jt","2","1","42 m²","Rp 6.481.027 per m²","",""
"Rumah 2Lantai Siap Kpr Harga All In di Cluster Cinere Modern Bisa Nego","Limo, Depok, Jawa Barat","Rp","1,5 M","5","3","150 m²","Rp 9.933.775 per m²","",""
"Rumah cantik nan mewah dekat dengan pintu tol Cibubur","5, Jl. Terusan Mandiri 4 No.09 A, RW.3, Harjamukti, Harjamukti, Depok, Jawa Barat","Rp","900 jt","3","2","69 m²","Rp 12.328.767 per m²","",""
"Brand New House Desain Modern The Kalimera Bukit Cinere Indah","Cinere, Depok, Jawa Barat","Rp","4,6 M","4","3","225 m²","Rp 23.589.744 per m²","",""
"Rumah cantik 2 lantai hanya 5 menit dari pintu tol Cimanggis","Jl. Leuwinanggung Depok, Tapos, Kec. Tapos, Tapos, Depok, Jawa Barat","Rp","800 jt","3","2","60 m²","Rp 11.594.203 per m²","",""
"Rumah Murah Asri  2 lantai Dalam Klaster di tengah Kota Depok","Jl H Jampat depok 2, Sukma Jaya, Depok, Jawa Barat","Rp","794,75 jt","3","2","55 m²","Rp 13.245.833 per m²","",""
"Rumah Cluster 2 Lantai Harga Murah Gaya Bali Dekat Pintu Tol Cisalak, Depok","Mekarsari Depok, Mekarsari, Depok, Jawa Barat","Rp","809 jt","3","2","70 m²","Rp 13.262.295 per m²","",""
"Rumah Siap Kpr di Akasia Terrace Dekat Park Sawangan Harga All In","Bojongsari, Depok, Jawa Barat","Rp","1,35 M","3","3","75 m²","Rp 10.887.097 per m²","",""
"Rumah Murah 2 Lantai Dalam Cluster dekat stasiun Depok Baru, Depok","Sukmajaya, Sukma Jaya, Depok, Jawa Barat","Rp","886,5 jt","3","2","51 m²","Rp 12.485.915 per m²","",""
"Cluster cinere asri","jl raya cinere limo, Cinere, Depok, Jawa Barat","Rp","750 jt","2","1","54 m²","Rp 8.928.571 per m²","",""
"Rumah Murah 2 Lantai Dalam Klaster, Cinere, Depok","Krukut, Limo, Depok, Jawa Barat","Rp","900 jt","3","2","68 m²","Rp 12.500.000 per m²","",""
"Cluster maroko style","jl abdul wahab, Sawangan, Depok, Jawa Barat","Rp","731 jt","2","1","55 m²","Rp 11.603.175 per m²","",""
"Cluster 2lantai modern bagus dekat pintu tol","jl Abdul wahab, Sawangan, Depok, Jawa Barat","Rp","947 jt","3","2","70 m²","Rp 11.837.500 per m²","",""
"Palakali jasmine residence","Jl karya bakti tanah baru, Tanah Baru, Depok, Jawa Barat","Rp","760 jt","2","2","51 m²","Rp 12.666.667 per m²","",""
"Rumah Murah Siap Huni Nyaman Dalam Klaster, Dekat Stasiun Depok","Sukmajaya, Sukma Jaya, Depok, Jawa Barat","Rp","967 jt","3","2","61 m²","Rp 11.792.683 per m²","",""
"Rumah Murah Siap Huni 2 Lantai Aman Nyaman Dekat LRT Cibubur, Kota Depok","Cibubur, Harjamukti, Depok, Jawa Barat","Rp","1,188 M","3","2","70 m²","Rp 14.313.253 per m²","",""
"Rumah Murah nan Nyaman 2 Lantai Dekat St. Depok baru , Depok","Beji, Beji, Depok, Jawa Barat","Rp","1,4 M","3","2","120 m²","Rp 15.217.391 per m²","",""
"Rumah Murah 2 Lantai dekat stasiun depok","jl kalimulya, Cilodong, Depok, Jawa Barat","Rp","795 jt","3","2","87 m²","Rp 11.865.672 per m²","",""
"Rumah Murah Dalam Klaster Aman Gaya Bali Industrialis Modern dekat Stasiun Depok","Jl. kalimulya raya, Cilodong, Depok, Jawa Barat","Rp","742,15 jt","3","2","60 m²","Rp 12.369.167 per m²","",""
"Rumah Murah 2 Lantai di Selatan Jakarta Dekat Pintu Tol Depok-Antasari","JL raya abdul wahab, Sawangan, Depok, Jawa Barat","Rp","825 jt","3","2","70 m²","Rp 12.313.433 per m²","",""
"Rumah Murah 2 Lantai dalam Cluster di Kelapa Dua, Depok","Kelapa Dua, Kelapa Dua, Depok, Jawa Barat","Rp","1,3556 M","3","2","66 m²","Rp 15.231.461 per m²","",""
"Cluster cantik murah 2lantai siap huni dekat mall The park sawangan","Jl abdul wahab, Sawangan, Depok, Jawa Barat","Rp","803 jt","3","2","70 m²","Rp 12.951.613 per m²","",""
"Taman Melati",". Jl. Raya Pengasinan, Kel. Sawangan, Sawangan, Depok, Jawa Barat","Rp","710 jt","2","1","60 m²","Rp 8.255.814 per m²","",""
"Rumah Baru Minimalis di Cinere","Rumah Baru Minimalis di Cinere, Cinere, Depok, Jawa Barat","Rp","1,65 M","3","4","130 m²","Rp 16.500.000 per m²","",""
"RUMAH CICILAN 3 JUTAAN TIPE MEZZANINE LIMO CINERE DEPOK","Jl. Raya limo depok, Limo, Depok, Jawa Barat","Rp","687,5 jt","2","2","60 m²","Rp 11.458.333 per m²","",""
"Taman Puspa","Jl. Rumbut (Kol. Pol. Pranoto), Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","1,8 M","4","2","130 m²","Rp 17.142.857 per m²","",""
"Dijual rumah brand new siap huni di cinere","Cinere, Cinere, Depok, Jawa Barat","Rp","2,5 M","3","2","115 m²","Rp 19.531.250 per m²","",""
"Rumah Minimalis harga Termurah lokasi terdekat Tol Cimanggis","Jalan Tapos Depok, Tapos, Depok, Jawa Barat","Rp","399 jt","2","1","36 m²","Rp 6.234.375 per m²","",""
"DIJUAL RUMAH DI PANGKALAN JATI, CINERE, DALAM CLUSTER, SIAP HUNI, DEKAT TOL DESARI","Cinere, Depok, Jawa Barat","Rp","2,7 M","3","2","93 m²","Rp 20.454.545 per m²","",""
"Dijual rumah baru 2 lantai dlm cluster nempel kampus UI dan tol kukusan cijago depok","Kukudan depok, Margonda, Depok, Jawa Barat","Rp","803 jt","2","2","48 m²","Rp 19.119.048 per m²","",""
"RUMAH DIJUAL DI MEGA CINERE, BENTUK TANAH KOTAK, LEBAR DEPAN 20 METER, BISA BELI SETENGAH BAGIAN","jalan maumere, Cinere, Depok, Jawa Barat","Rp","2,65 M","4","2","400 m²","Rp 11.041.667 per m²","",""
"Rumah Minimalis Harga Murah di Cimanggis depok","Jalan Tapos Depok, Cimanggis, Depok, Jawa Barat","Rp","399 jt","2","1","36 m²","Rp 6.234.375 per m²","",""
"RUMAH 500 JUTAAN jl. MANDOR SAMIN CILODONG DEPOK","Jl. Mandor samin, Cilodong, Depok, Jawa Barat","Rp","565 jt","2","1","45 m²","Rp 9.416.667 per m²","",""
"RUMAH 2 LANTAI 500 JUTAAN DEKAT PINTU TOL DESARI","Jl. Raya sawangan, Rangkapanjaya, Depok, Jawa Barat","Rp","564 jt","3","2","42 m²","Rp 14.100.000 per m²","",""
"Rumah Siap Huni Dekat Beji di Diamond Golden Cinere Harga All In Siap Kpr","Limo, Depok, Jawa Barat","Rp","999 jt","4","3","75 m²","Rp 10.406.250 per m²","",""
"Rumah Ready Stock dekat Tol Cimanggis. Tapos depok","Jalan raya Tapos depok, Tapos, Depok, Jawa Barat","Rp","399 jt","2","1","36 m²","Rp 6.234.375 per m²","",""
"Rumah Minimalis Dengan Desain Yang Modern Legalitas SHM Di Citayam","Jl Raya Citayam, Citayam Pabuaran Kab.Bogor, Pancoran Mas, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","",""
"Jual Rumah Seken Strategis Di Cibubur Residence Dekat Tapos Depok Harga All In Siap KPR","Cibubur Residence, Tapos, Depok, Jawa Barat","Rp","1,32 M","2","2","54 m²","Rp 14.666.667 per m²","",""
"Jual Cepat Rumah Seken Strategis Di Nerada Estate Dekat Cinere Harga All In Siap KPR","Nerada Estate, Cinere, Depok, Jawa Barat","Rp","1,325 M","4","3","140 m²","Rp 14.722.222 per m²","",""
"Jual Rumah Minimalis Siap Huni Strategis Di Tamansari Puri Bali Harga All In Siap KPR","Tamansari Puri Bali, Bojongsari, Depok, Jawa Barat","Rp","780 jt","2","1","56 m²","Rp 6.964.286 per m²","",""
"RUMAH SEMI FURNISHED MAMPANG DEPOK","Pancoran Mas, Depok, Jawa Barat","Rp","1,8 M","2","2","200 m²","Rp 12.000.000 per m²","",""
"Property semi modern paling terjangkau dengan akses yang mudah di citayam","jl raya citayam, citayam pabuaran kab bogor, Citayam, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","",""
"Jual rumah di depok hanya 175jutan dekat stasiun citayam SHM","jl raya citayam, citayam pabuaran kab bogor, Cinere, Depok, Jawa Barat","Rp","175 jt","2","1","40 m²","Rp 4.268.293 per m²","",""
"hunian terbaik dan berkelas di citayam, lokasi strategis dekat stasiun dan jalan utama","Jl Raya Citayam, Citayam duren baru Kab Bogor, Depok Lama, Depok, Jawa Barat","Rp","215 jt","2","1","36 m²","Rp 3.583.333 per m²","",""
"Vega Residence","Jl Raya Kalimulya, Margonda, Depok, Jawa Barat","Rp","678 jt","2","1","38 m²","Rp 8.692.308 per m²","",""
"DP 0% konsep Mezzanine cicilan 2 jtan di depok","Jl. H. sulaiman, Sawangan, Depok, Jawa Barat","Rp","340 jt","2","1","38 m²","Rp 6.800.000 per m²","",""
"Rumah Terlaris desain modern hanya 300 jtan di Depok","Jl. H. Sulaiman bedahan Depok, Sawangan, Depok, Jawa Barat","Rp","340 jt","2","1","38 m²","Rp 6.800.000 per m²","",""
"Rumah second minimalis di Sawangan Asri Depok","Sawangan, Depok, Jawa Barat","Rp","430 jt","2","1","50 m²","Rp 5.972.222 per m²","",""
"Rumah syariah 2 lantai murah di dekat tol Sawangan Tanpa BI Checking","Jl. Raya Pengasinan, Sawangan, Depok, Jawa Barat","Rp","725 jt","3","2","60 m²","Rp 9.294.872 per m²","",""
"Rumah Strategis Bebas Banjir Dekat Cibinong di Griya Melati Mas Siap Kpr Harga All In","Cilodong, Depok, Jawa Barat","Rp","780 jt","4","2","68 m²","Rp 7.959.184 per m²","",""
"Rumah area pondok cabe akses strategis tol","Jln masjid muhajirin cinangka Sawangan Depok, Sawangan, Depok, Jawa Barat","Rp","1,5 M","3","3","104 m²","Rp 17.857.143 per m²","",""
"Rumah 2 Lantai Nempel Cagar Alam Pancoran mas","Jl.Raya Cagar Alam, Pancoran Mas, Depok, Jawa Barat","Rp","861,5 jt","3","2","89 m²","Rp 11.965.278 per m²","",""
"Rumah di Jalan Tole Iskandar Bella Cassa","Jl Tole Iskandar, Sukmajaya, Sukma Jaya, Depok, Jawa Barat","Rp","1,9 M","4","3","118 m²","Rp 12.666.667 per m²","",""
"Cinere Delta Residence - Depok","Cinere, Depok, Jawa Barat","Rp","1,8 M","3","2","70 m²","Rp 21.176.471 per m²","",""
"Cinere depok","Rumah asri dengan lingkungan yg nyaman, Cinere, Depok, Jawa Barat","Rp","3,5 M","7","4","240 m²","Rp 10.769.231 per m²","",""
"2. Rumah Modern Tropis, Spek Bata Merah 2, 5 Lantai, Ready Stock di Cimanggis -  Cibubur","Jl. Nakula Cibubur, Cimanggis, Depok, Jawa Barat","Rp","1,1 M","2","3","70 m²","Rp 13.253.012 per m²","",""
"Dijual Rumah 1 lantai di Cinere, Lokasi Strategis  dekat Pintu Tol Limo  Cinere Pondok Cabe Serpong","Cinere raya, Cinere, Depok, Jawa Barat","Rp","1,2 M","2","2","80 m²","Rp 10.000.000 per m²","",""
"Dijual Rumah 1 Lantai di Meruyung Limo Cinere","Jl Meruyung Raya Limo Cinere, Limo, Depok, Jawa Barat","Rp","775 jt","3","2","84 m²","Rp 9.226.190 per m²","",""
"Rumah dalam Cluster dekat stasiun Depok dan Citayam Siap Take Over KPR","Jl Raya Kalimulya, Margonda, Depok, Jawa Barat","Rp","95 jt","2","1","45 m²","Rp 1.130.952 per m²","",""
"Rumah dekat stasiun citayam murah berkualitas bisa buat usaha","Jl Raya Citayam, Depok Lama, Depok, Jawa Barat","Rp","372 jt","1","1","27 m²","Rp 4.960.000 per m²","",""
"Cuma Booking 2 Juta udah dapet rumah cantik di lokasi strategis","Jalan Raya Arco Sawangan, Depok Lama, Depok, Jawa Barat","Rp","394 jt","2","1","36 m²","Rp 6.566.667 per m²","",""
"Rumah Minimalis lokasi strategis dekat ke tol Desari & Kunciran","Jl Raya Sawangan, Sawangan, Depok, Jawa Barat","Rp","394 jt","2","1","36 m²","Rp 6.566.667 per m²","",""
"Dijual rumah dekat stasiun Citayam Cukup 3Juta langsung akad","Jl Raya Citayam, Depok Lama, Depok, Jawa Barat","Rp","372 jt","2","1","27 m²","Rp 4.960.000 per m²","",""
"Rumah 2 Lantai Gratis Biaya-biaya Nempel Alun-alun Kota Depok","Jl. Boulevard Grand Depok City, Depok Lama, Depok, Jawa Barat","Rp","962 jt","3","2","69 m²","Rp 12.493.506 per m²","",""
"Rumah dijual Take Over Kredit Dekat Stasiun Depok","Jl Raya Kalimulya, Depok Lama, Depok, Jawa Barat","Rp","550 jt","2","1","50 m²","Rp 6.547.619 per m²","",""
"Cukup Booking 5Juta dapet rumah 2 lantai dekat stasiun Depok Gaesss","Jl Raya Kalimulya, Depok Lama, Depok, Jawa Barat","Rp","850 jt","3","2","60 m²","Rp 10.000.000 per m²","",""
"Hunian Sejuk dan Minimalis Dekat tempat wisata Dkandang Sawangan","Jl H. Abdul Fatah Sawangan, Sawangan, Depok, Jawa Barat","Rp","400 jt","2","1","40 m²","Rp 6.557.377 per m²","",""
"Cimanggis  Kelapa Dua Depok","Cimanggis, Depok, Jawa Barat","Rp","890 jt","4","3","130 m²","Rp 14.354.839 per m²","",""
"Rumah Bebas Banjir di Griya Melati Mas Akses Mudah Harga All In Siap Kpr","Cilodong, Depok, Jawa Barat","Rp","725 jt","2","1","71 m²","Rp 7.552.083 per m²","",""
"Cinangka, Kec. Sawangan, Kota Depok, Jawa Barat 16516","Sawangan, Depok, Jawa Barat","Rp","1,45 M","3","2","109 m²","Rp 16.111.111 per m²","",""
"Green Garden 2 Cinangka","Bojongsari, Depok, Jawa Barat","Rp","499 jt","2","1","27 m²","Rp 6.653.333 per m²","",""
"LE VERTI  JUANDA","Jl merdeka Depok, Sukma Jaya, Depok, Jawa Barat","Rp","697 jt","3","2","45 m²","Rp 23.233.333 per m²","",""
"Cilodong depok rumah siap huni dp 0% all in dekat alun - alun kota depok","Jln abdul gani, Cilodong, Depok, Jawa Barat","Rp","764,75 jt","2","1","38 m²","Rp 12.745.833 per m²","",""
"Rumah Baru 5 mnt Exit Tol dan Siap Huni","Jalan Megapolitan Cinere, Cinere, Depok, Jawa Barat","Rp","1,75 M","3","4","130 m²","Rp 17.500.000 per m²","",""
"Dijual Rumah diDepok 10 Menit Mall Cinere","Jl. Maruyung, Cinere, Depok, Jawa Barat","Rp","894 jt","3","2","72 m²","Rp 15.964.286 per m²","",""
"Ratu Cimanggis 2",". Jl. Emeralda Raya, Sukatani, Cimanggis, Depok, Jawa Barat","","15","4","2","254 m²","Rp 0 per m²","",""
"Rumah Modern Langsung Huni Cinere","Jalan Megapolitan Cinere, Limo, Depok, Jawa Barat","Rp","1,75 M","3","4","130 m²","Rp 17.500.000 per m²","",""
"Di jual cepat rumah murah begaya monocrome akses oke 5 menit dari kostrad Cilodong Depok","Cilodong, Depok, Jawa Barat","Rp","595 jt","2","1","42 m²","Rp 7.256.098 per m²","",""
"Rumah minimalis 3 menit Stasiun Citayam","Citayam, Citayam, Depok, Jawa Barat","Rp","400 jt","2","1","52 m²","Rp 7.692.308 per m²","",""
"Audita Residence Aliandong Bojongsari","Jl. Aliandong Bojongsari, Bojongsari, Depok, Jawa Barat","Rp","675 jt","2","2","70 m²","Rp 9.375.000 per m²","",""
"Hunian estetik dan modern, harga bersahabat di Kota Sawangan Depok","jalan raya depok, Rangkapanjaya, Depok, Jawa Barat","Rp","443 jt","2","1","40 m²","Rp 8.054.545 per m²","",""
"Kukusan Beji Depok","Beji Depok, Beji, Depok, Jawa Barat","Rp","1,04 M","3","2","75 m²","Rp 14.444.444 per m²","",""
"Hunian Estetik di Cinere, Kota Depok","jalan cinere raya, Cinere, Depok, Jawa Barat","Rp","1,3 M","3","3","90 m²","Rp 19.117.647 per m²","",""
"Hunian mewah berfasilitas terlengkap di Kota Depok","jalan raya depok, Sawangan, Depok, Jawa Barat","Rp","1,2 M","2","2","75 m²","Rp 14.285.714 per m²","",""
"Pamulang","Bojongsari, Depok, Jawa Barat","Rp","837 jt","2","1","45 m²","Rp 8.628.866 per m²","",""
"Menteng Residence","Bojongsari, Depok, Jawa Barat","Rp","828 jt","2","1","45 m²","Rp 9.857.143 per m²","",""
"LV Sukmajaya Depok","Merdeka, Sukma Jaya, Depok, Jawa Barat","Rp","697 jt","2","2","45 m²","Rp 23.233.333 per m²","",""
"pangkalan jati","Pangkalan Jati, Depok, Jawa Barat","Rp","1,8 M","3","2","180 m²","Rp 9.000.000 per m²","",""
"cinere","Cinere, Depok, Jawa Barat","Rp","1,1 M","3","2","60 m²","Rp 18.333.333 per m²","",""
"Mega Cinere",". Jl. Cinere Raya, Cinere, Depok, Jawa Barat","Rp","3,5 M","3","3","240 m²","Rp 14.583.333 per m²","",""
"Megapolitan Cinere Estate",". Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","1,68 M","2","2","125 m²","Rp 7.466.667 per m²","",""
"Rumah Mewah Cimanggis","Cimanggis, Depok, Jawa Barat","Rp","1,4 M","4","2","288 m²","Rp 8.641.975 per m²","",""
"Rumah 2 lantai daerah margonda","Margonda, Margonda, Depok, Jawa Barat","Rp","890 jt","3","3","78 m²","Rp 8.811.881 per m²","",""
"Dijual Rumah di Sawangan","Cinangka, Sawangan, Depok, Jawa Barat","Rp","800 jt","4","3","101 m²","Rp 10.389.610 per m²","",""
"Beji","Rumah Baru di Beji, Beji, Depok, Jawa Barat","Rp","1,1 M","4","3","101 m²","Rp 12.087.912 per m²","",""
"Rumah di Cimanggis Paling Murah","Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","890 jt","3","3","78 m²","Rp 12.714.286 per m²","",""
"Jual Rumah DI Cinere","Cinere, Cinere, Depok, Jawa Barat","Rp","1,1 M","4","3","101 m²","Rp 12.087.912 per m²","",""
"Rumah dijual murah sawangan poncol Depok","Sawangan, Depok, Jawa Barat","Rp","700 jt","2","1","45 m²","Rp 6.481.481 per m²","",""
"Di jual rumah sawangan Depok dekat sekolahan, pasar, lapangan bola dan pintu tol Desari","Jl haji sulaeman Bedahan sawangan, Sawangan, Depok, Jawa Barat","Rp","668 jt","2","1","45 m²","Rp 6.816.327 per m²","",""
"Rumah dijual murah perigi sawangan Depok","Sawangan, Depok, Jawa Barat","Rp","575 jt","2","1","42 m²","Rp 6.845.238 per m²","",""
"CLUSTER MINIMALIS 3 MENIT KAMPUS UI DEPOK DAN TOL KUKUSAN. HARGA 600 JUTAAN.","Jl Kukusan Beji Depok, Beji, Depok, Jawa Barat","Rp","776,98 jt","2","2","45 m²","Rp 18.950.732 per m²","",""
"Di jual rumah 2 lantai 900jt-an di Beji depok","Jln nangka Beji Depok, Beji, Depok, Jawa Barat","Rp","900 jt","3","2","70 m²","Rp 15.789.474 per m²","",""
"Trevista Premier","Jalan Mandor Samin, Kalibaru, Cilodong, Depok, Jawa Barat","Rp","730 jt","3","2","56 m²","Rp 11.774.194 per m²","",""
"Rumah Hook dijual murah di sawangan depok","Pengasinan,sawangan depok, Sawangan, Depok, Jawa Barat","Rp","800 jt","3","2","80 m²","Rp 6.666.667 per m²","",""
"Rumah dua lantai universitas Indonesia Beji Depok","Jln, Universitas Indonesia, Depok, Jawa Barat","Rp","799 jt","3","2","52 m²","Rp 15.075.472 per m²","",""
"PENDHAPA VILLAGE","Jalan Raya Gardu, Rangkapan Jaya, Pancoran Mas, Depok, Jawa Barat","Rp","482,9 jt","2","1","40 m²","Rp 8.048.333 per m²","",""
"Pancoran Mas","Pancoran Mas, Depok, Jawa Barat","Rp","1,2 M","3","3","70 m²","Rp 13.333.333 per m²","",""
"Kemang Swatama","Jl Studio Alam, Kalibaru, Sukmajaya, Sukma Jaya, Depok, Jawa Barat","Rp","890 jt","3","3","70 m²","Rp 12.361.111 per m²","",""
"Rumah 2 lantai tanah luas dalam cluster di sawangan depok","Pengasinan,sawangan depok, Sawangan, Depok, Jawa Barat","Rp","840 jt","3","2","80 m²","Rp 7.000.000 per m²","",""
"Rumah Murah 2 Lantai Strategis di Sawangan","Sawangan, Depok, Jawa Barat","Rp","352,47 jt","2","1","36 m²","Rp 11.749.000 per m²","",""
"Grand Depok City","Jl. Boulevard Grand Depok City,Tirtajaya, Sukma Jaya, Depok, Jawa Barat","Rp","890 jt","3","3","70 m²","Rp 12.361.111 per m²","",""
"Rumah 3 lantai Idaman keluarga di Jalan Cinere Raya Depok","Cinere Raya, Cinere, Depok, Jawa Barat","Rp","1,9 M","3","3","120 m²","Rp 26.388.889 per m²","",""
"Villa Cinere Mas","Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","3,95 M","5","4","250 m²","Rp 13.166.667 per m²","",""
"Bukit Cinere Indah","Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","3 M","5","3","250 m²","Rp 14.423.077 per m²","",""
"Pondok Cabe","Sawangan, Depok, Jawa Barat","Rp","845 jt","3","2","60 m²","Rp 12.071.429 per m²","",""
"Limo","Cinere, Depok, Jawa Barat","Rp","650 jt","2","1","54 m²","Rp 9.285.714 per m²","",""
"Monalisa Depok","Jl. Kampung Sawah, Harapan Jaya, Cibinong, Depok, Jawa Barat","Rp","995 jt","3","3","100 m²","Rp 10.473.684 per m²","",""
"Rumah Siap Huni dekat GDC Depok","Jl. Kalimulya Depok, Cilodong, Depok, Jawa Barat","Rp","654 jt","3","2","54 m²","Rp 6.112.150 per m²","",""
"Rumah Scandinavian 2 Juta All in","Jalan Raya Bedahan, Sawangan, Depok, Jawa Barat","Rp","400 jt","2","1","42 m²","Rp 4.761.905 per m²","",""
"Perumahan 2 Lantai Limo Depok","Jalan Cinere Utama, Cinere, Depok, Jawa Barat","Rp","900 jt","3","2","72 m²","Rp 14.516.129 per m²","",""
"Dijual Rumah Bebas Banjir dekat Kubah Emas","Jalan Cinere Utama, Limo, Depok, Jawa Barat","Rp","900 jt","3","2","72 m²","Rp 14.516.129 per m²","",""
