"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","hidden-sm","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Hidayah Residence","Jl. Al Hidayah, Pejaten Barat, Pasar Minggu, Jakarta Selatan, DKI Jakarta","Rp","2,7508 M","3","2","120 m²","WhatsApp","Rp 27.508.000 per m²","tel:+6281384267401","Hubungi"
"Mau punya rumah di tengah kota Cibubur dengan AKAD SYARIAH tanpa DENDA & PINALTI?","Jl. Dewa, Ciangsana, Cibubur, Jakarta Timur, DKI Jakarta","Rp","799 jt","2","1","50 m²","WhatsApp","Rp 10.653.333 per m²","tel:+6281315556366","Hubungi"
"Pantai Bukit Villa - Bukit Nirmala","1 Jl. Marina Raya Jl. Pantai Indah Kapuk, Penjaringan, Jakarta Utara, DKI Jakarta","Rp","1,804 M","2","2","75 m²","Hubungi","","",""
"Rumah dalam Townhouse Enclave Residence Joe 4 Kamar Tidur Kabagusan Jakarta Selatan","Jalan Joe, Kebagusan, Jakarta Selatan, DKI Jakarta","Rp","2,85 M","4","3","137 m²","WhatsApp","Rp 24.568.966 per m²","tel:+628111823456","Hubungi"
"Rumah yg luas di lebak bulus raya","Jalan lebak bulus raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta","Rp","124,5 M","10","8","600 m²","WhatsApp","Rp 25.000.000 per m²","tel:+62817763127","Hubungi"
"Hunian Europa Classic Mewah Nyaman Strategis di Pondok Indah","Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","45 M","10","7","1200 m²","WhatsApp","Rp 50.561.798 per m²","tel:+6282111277207","Hubungi"
"Rumah Tinggal Hoek Siap Ditempati Full Bata Merah Billymoon Jaktim","Jalan komplek billymoon Pondok Kelapa, Pondok Kelapa, Jakarta Timur, DKI Jakarta","Rp","4,1 M","5","5","300 m²","WhatsApp","Rp 16.734.694 per m²","tel:+628128975665","Hubungi"
"Di Rumah Minimalis 2 Lantai, KPR DP 30 Jt Free Biaya-biaya, Free Canopy di Cibubur Jakarta Timur","cibubur jakarta timur, Cibubur, Jakarta Timur, DKI Jakarta","Rp","750 jt","3","2","65 m²","WhatsApp","Rp 9.615.385 per m²","tel:+6285156349533","Hubungi"
"Dijual Rumah 2 Lantai Hanya 700jt-an saja, DP30 jt an, Free Canopy, Free Biaya dekat Cibubur Country","kota wisata cibubur, Cibubur, Jakarta Timur, DKI Jakarta","Rp","700 jt","3","2","65 m²","WhatsApp","Rp 10.606.061 per m²","tel:+6285156349533","Hubungi"
"Dijual Hunian Minimalis 700 Jt-an DP 30 Jt-an Free Biaya Free Canopy di Kota Wisata Cibubur","Cibubur Bekasi, Cibubur, Jakarta Timur, DKI Jakarta","Rp","761,5 jt","3","2","65 m²","WhatsApp","Rp 11.537.879 per m²","tel:+6285156349533","Hubungi"
"Dijual Rumah baru siap huni di Lebak Bulus Jakarta Selatan","Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta","Rp","9,5 M","9","7","500 m²","WhatsApp","Rp 31.666.667 per m²","tel:+628121058303","Hubungi"
"TURUN HARGA RP 12, 5 M. .Rumah Mewah Design Cantik Nuansa Tropis Bali
Lebak Bulus","Jl Lebak Bulus 2, Lebak Bulus, Jakarta Selatan, DKI Jakarta","Rp","12,5 M","4","3","436 m²","WhatsApp","Rp 21.079.258 per m²","tel:+6281230016702","Hubungi"
"TURUN Drastis 6 Milyar. .. Wow. .. Rumah Tua Hitung Tanah di Abdul Majid Raya  Cipete","Abdul Majid, Cipete, Jakarta Selatan, DKI Jakarta","Rp","24 M","","","800 m²","WhatsApp","Rp 18.633.540 per m²","tel:+6281230016702","Hubungi"
"Rumah Murah Dan Bagus , Idaman Keluarga baru , di belakang High Scope Cilandak Jakarta Selatan","Jl Cilandak Permai Rqya, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","5,5 M","4","4","250 m²","WhatsApp","Rp 25.000.000 per m²","tel:+6281230016702","Hubungi"
"Turun Harga . .Menguntungkan Berjalan baik Full Occupancy - Kost Exclusive 21 Kamar - Cilandak (Belak","Jl Cilandak IV, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","8,7 M","10","10","420 m²","WhatsApp","Rp 56.129.032 per m²","tel:+6281230016702","Hubungi"
"Permata hijau","Rawa Simprug, Permata Hijau, Jakarta Selatan, DKI Jakarta","Rp","4,5 M","4","4","300 m²","WhatsApp","Rp 24.590.164 per m²","tel:+6287725262744","Hubungi"
"Rumah Dijual Andara - Pangkalan Jati. EKSKLUSIF TOWNHOUSE, BANGUNAN MEGAH, DEKAT TOLL","Cilandak, Jakarta Selatan, DKI Jakarta","Rp","3,1 M","5","5","250 m²","WhatsApp","Rp 24.800.000 per m²","tel:+6282244461566","Hubungi"
"Green lake city Asia 6x15 furnished","Green Lake City, Duri Kosambi, Jakarta Barat, DKI Jakarta","Rp","2,5 M","3","2","130 m²","WhatsApp","Rp 27.777.778 per m²","tel:+6289608500153","Hubungi"
"Komplek Billy & Moon","Jl Lampiri Raya , Pondok Kelapa, Duren Sawit, Pondok Kelapa, Jakarta Timur, DKI Jakarta","Rp","3,7 M","5","5","200 m²","WhatsApp","Rp 18.592.965 per m²","tel:+628993334194","Hubungi"
"Osaka Residences","1 Jl. Marina Raya Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","2,079 M","3","2","45 m²","Hubungi","","",""
"Cipete","Cipete selatan, Cipete, Jakarta Selatan, DKI Jakarta","Rp","5,9 M","4","4","370 m²","WhatsApp","Rp 29.500.000 per m²","tel:+62817790608","Hubungi"
"Casa Jardin The Garden Residence","Jl. Daan Mogot Raya, Cengkareng, Jakarta Barat, DKI Jakarta","Rp","3,5 M","3","3","135 m²","WhatsApp","Rp 29.166.667 per m²","tel:+628179196469","Hubungi"
"Johar hijau golf pantai indah kapuk","Johar hijau gol 3, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","5,76 M","3","3","144 m²","WhatsApp","Rp 40.000.000 per m²","tel:+6282113652022","Hubungi"
"Pasir Putih Residences","PIK 2, Penjaringan, Jakarta Utara, DKI Jakarta","Price on ask","Harga Diminta","3","3","","Hubungi","","",""
"casa jagakarsa jakarta selatan","Jl.Jagakarsa raya, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","1,25 M","3","3","96 m²","WhatsApp","Rp 16.666.667 per m²","tel:+628111141601","Hubungi"
"Rumah satu Lantai Harga Mendekati NJOP Dijual  di Pondok Indah","Jl lapangan Hijau, Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","37,5 M","4","3","500 m²","WhatsApp","Rp 31.250.000 per m²","tel:+6282177888816","Hubungi"
"Kelapa Gading","Royal Gading Mansion, Kelapa Gading, Jakarta Utara, DKI Jakarta","Rp","11,5 M","3","3","350 m²","WhatsApp","Rp 57.500.000 per m²","tel:+6287887999604","Hubungi"
"Jakarta Garden City","Jalan Raya Cakung Cilincing KM 0.5, Kelurahan Cakung Timur, Cakung, Jakarta Timur, DKI Jakarta","Rp","1,5 M","2","2","60 m²","Hubungi","","",""
"Precium Simatupang","56 Jl. Jeruk Purut, Pasar Minggu, Jakarta Selatan, DKI Jakarta","Rp","5,587 M","4","3","104 m²","Hubungi","","",""
"Villa Meruya","Jl. H. Saha Lebar, Meruya Selatan, Jakarta Barat, DKI Jakarta","Rp","2,9 M","3","4","170 m²","WhatsApp","Rp 23.200.000 per m²","tel:+6287876020778","Hubungi"
"Mahkota Residence",". Jl. Siaga II, Pejaten Barat, Pasar Minggu, Jakarta Selatan, DKI Jakarta","Rp","3,65 M","3","2","120 m²","WhatsApp","Rp 25.347.222 per m²","tel:+6287876020778","Hubungi"
"Termurah Mewah Ada Swimming Pool","Jagakarsa, Ciganjur, Jakarta Selatan, DKI Jakarta","Rp","5,5 M","7","5","500 m²","WhatsApp","Rp 12.331.839 per m²","tel:+6287886467964","Hubungi"
"Termurah Mewah Tingkat 2 Ada Swimming Pool","Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","5,5 M","7","5","500 m²","WhatsApp","Rp 12.331.839 per m²","tel:+6287886467964","Hubungi"
"Taman Kebon Jeruk","Jl. Meruya Ilir Raya, Srengseng, Kembangan, Jakarta Barat, DKI Jakarta","Rp","14,9 M","7","4","526 m²","WhatsApp","Rp 22.852.761 per m²","tel:+6281388873788","Hubungi"
"Intercon","Kebon Jeruk, Kebon Jeruk, Jakarta Barat, DKI Jakarta","Rp","14,9 M","7","4","526 m²","WhatsApp","Rp 22.852.761 per m²","tel:+6281388873788","Hubungi"
"Intercon Kebon Jeruk","Kebon Jeruk, Kebon Jeruk, Jakarta Barat, DKI Jakarta","Rp","14,9 M","7","4","526 m²","WhatsApp","Rp 22.852.761 per m²","tel:+6281388873788","Hubungi"
"Okinawa","1 Jl. Marina Raya Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","3,4 M","3","3","127 m²","Hubungi","","",""
"Rumah Pondok lndah","Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","72,5 M","6","6","1115 m²","WhatsApp","Rp 95.520.422 per m²","tel:+6281219755353","Hubungi"
"Serenia Hills","Karang Tengah, Lebak Bulus, Jakarta Selatan, DKI Jakarta","Rp","4,275 M","4","4","204 m²","WhatsApp","Rp 41.105.769 per m²","tel:+628129127407","Hubungi"
"Rumah Mewah 3 Lantai Di Pesanggrahan Jakarta Selatan","Pesanggrahan Jakarta Selatan, Pesanggrahan, Jakarta Selatan, DKI Jakarta","Rp","3,2 M","4","4","182 m²","WhatsApp","Rp 28.828.829 per m²","tel:+6287773908088","Hubungi"
"Jual rumah taman surya","Taman surya 2, Cengkareng, Jakarta Barat, DKI Jakarta","Rp","2,15 M","4","3","150 m²","WhatsApp","Rp 16.796.875 per m²","tel:+6281220092588","Hubungi"
"Rumah Tahap 1&2 PIK2","Jl. Marina Raya Jl. Pantai Indah Kapuk No.1, RT.7/RW.2, Kamal Muara, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Penjaringan, Jakarta Utara, DKI Jakarta","Rp","3,251 M","4","4","106 m²","Hubungi","","",""
"Rumah Dijual Bagus Dan Siap Huni Harga Termurah Di Pondok Indah","Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","8,25 M","4","3","200 m²","WhatsApp","Rp 58.928.571 per m²","tel:+6281280807109","Hubungi"
"ANA*RUMAH BAGUS FURNISHED 2. 5LANTAI UK 4X15M DI JELAMBAR","Jelambar - W A - 0 8 5 2 1 5 0 5 1 1 2 2 - *ANA*., Jelambar, Jakarta Barat, DKI Jakarta","Rp","1,8 M","2","3","108 m²","WhatsApp","Rp 30.000.000 per m²","tel:+6285215051122","Hubungi"
"ANA*RUMAH BARU UK 3X12M HARGA TERJANGKAU 3. 5LANTAI JL 2 MOBIL DI JELAMBAR","Jelambar - W A - 0 8 5 2 1 5 0 5 1 1 2 2 - *ANA*., Jelambar, Jakarta Barat, DKI Jakarta","Rp","1,49 M","1","3","85 m²","WhatsApp","Rp 41.388.889 per m²","tel:+6285215051122","Hubungi"
"Menteng","Menteng, Jakarta Pusat, DKI Jakarta","Rp","16 M","3","3","285 m²","WhatsApp","Rp 102.564.103 per m²","tel:+6281295957479","Hubungi"
"Sedayu City Kelapa Gading","Kelapa Gading, Jakarta Utara, DKI Jakarta","Rp","7 M","4","4","168 m²","WhatsApp","Rp 58.333.333 per m²","tel:+6281323230177","Hubungi"
"Lebak bulus","Vildel, Lebak Bulus, Jakarta Selatan, DKI Jakarta","Rp","12,5 M","4","3","500 m²","WhatsApp","Rp 28.026.906 per m²","tel:+6281283330593","Hubungi"
"Cluster Modern Minimalis di Bambu Apus Jaktim","Alfamart Bambu Petung, Cipayung, Jakarta Timur, DKI Jakarta","Rp","1,3 M","3","2","70 m²","WhatsApp","Rp 17.105.263 per m²","tel:+6287780901922","Hubungi"
"Rumah Cantik Bagus Siap Huni Di Golf Lake Residence Hadap Utara","Cengkareng, Jakarta Barat, DKI Jakarta","Rp","4,85 M","6","6","299 m²","WhatsApp","Rp 28.034.682 per m²","tel:+628176688699","Hubungi"
"Pondok Indah","Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","59 M","7","7","627 m²","WhatsApp","Rp 56.190.476 per m²","tel:+6281297978451","Hubungi"
"Rumah Tahap 1&2 PIK2","Jl. Marina Raya Jl. Pantai Indah Kapuk No.1, RT.7/RW.2, Kamal Muara, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Penjaringan, Jakarta Utara, DKI Jakarta","Rp","5,5 M","4","4","272 m²","WhatsApp","Rp 40.441.176 per m²","tel:+6281219617589","Hubungi"
"Rumah 2, 5 Lantai Lokasi Prime Pondok Indah Jakarta Selatan","Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","20 M","5","4","450 m²","WhatsApp","Rp 42.553.191 per m²","tel:+628111823456","Hubungi"
"Dijual rumah mewah dgn private pool di praja dekat Gandaria City dan Pondok Indah Mall Jakarta Selat","praja dalam, Kebayoran Lama, Jakarta Selatan, DKI Jakarta","Rp","16,5 M","5","4","700 m²","WhatsApp","Rp 32.226.562 per m²","tel:+62811868938","Hubungi"
"Dijual Rumah turun harga di Kebayoran baru Jakarta Selatan","mendawai, Kebayoran Baru, Jakarta Selatan, DKI Jakarta","Rp","15 M","3","3","450 m²","WhatsApp","Rp 59.523.810 per m²","tel:+62811868938","Hubungi"
"bintaro jaya","Bintaro, Jakarta Selatan, DKI Jakarta","Rp","4,4 M","4","3","200 m²","WhatsApp","Rp 25.882.353 per m²","tel:+62811868938","Hubungi"
"bintaro jaya","Bintaro, Jakarta Selatan, DKI Jakarta","Rp","4,5 M","4","3","200 m²","WhatsApp","Rp 30.000.000 per m²","tel:+62811868938","Hubungi"
"Cocok untuk healing. .Dijual rumah bergaya villa di pejaten jakarta selatan","Pejaten, Jakarta Selatan, DKI Jakarta","Rp","16,5 M","5","5","500 m²","WhatsApp","Rp 23.913.043 per m²","tel:+62811868938","Hubungi"
"Jagakarsa Ciganjur Jakarta Selatan","Kahfi 1, Ciganjur, Jakarta Selatan, DKI Jakarta","Rp","2 M","4","3","170 m²","WhatsApp","Rp 18.018.018 per m²","tel:+628561103735","Hubungi"
"Citra Garden City 5 Golden Palm",". Jl. Satu Maret, Kali Deres, Jakarta, Kali Deres, Jakarta Barat, DKI Jakarta","Rp","1,5 M","2","2","100 m²","WhatsApp","Rp 25.000.000 per m²","tel:+6287796333309","Hubungi"
"RUMAH KOST DI TANJUNG DUREN-KAMAR: 20+1-FULL OCCUPANCY-NET INCOME 425 JUTA/THN","Tanjung Duren, Tanjung Duren, Jakarta Barat, DKI Jakarta","Rp","5,5 M","10","10","275 m²","WhatsApp","Rp 60.439.560 per m²","tel:+6287884375535","Hubungi"
"ANA*RUMAH BARU UK 3X13M 3. 5LT HARGA TERJANGKAU JL 2 MOBIL DI JELAMBAR","Jelambar - W A - 0 8 5 2 1 5 0 5 1 1 2 2 - *ANA*., Jelambar, Jakarta Barat, DKI Jakarta","Rp","1,59 M","1","3","90 m²","WhatsApp","Rp 40.769.231 per m²","tel:+6285215051122","Hubungi"
"Golden Bintaro,","Bintaro, jl. Masjid Al-Huda, Bintaro, Jakarta Selatan, DKI Jakarta","Rp","650 jt","3","2","45 m²","WhatsApp","Rp 10.833.333 per m²","tel:+6281310985626","Hubungi"
"Rumah Mewah Berdesign Aesthetic dilingkungan Terbaik Kawasan Ekslusive","jl. Masjid Nurul Huda Pondok Aren, Bintaro, Jakarta Selatan, DKI Jakarta","Rp","700 jt","3","2","45 m²","WhatsApp","Rp 10.447.761 per m²","tel:+6281310985626","Hubungi"
"Tebet","Tebet, Tebet, Jakarta Selatan, DKI Jakarta","Rp","2,4 M","3","3","160 m²","WhatsApp","Rp 23.529.412 per m²","tel:+6281310603455","Hubungi"
"ANA*RUMAH BARU 3. 5LANTAI UK 3X18M HARGA TERJANGKAU JL 2 MOBIL DI JELAMBAR","Jelambar - W A - 0 8 5 2 1 5 0 5 1 1 2 2 - *ANA*., Jelambar, Jakarta Barat, DKI Jakarta","Rp","1,89 M","1","3","158 m²","WhatsApp","Rp 35.000.000 per m²","tel:+6285215051122","Hubungi"
"Rumah Mewah Classic Modern Rempoa Jakarta Selatan","Rempoa Jakarta Selatan, Fatmawati, Jakarta Selatan, DKI Jakarta","Rp","3 M","4","4","145 m²","WhatsApp","Rp 28.571.429 per m²","tel:+6287773908088","Hubungi"
"Dijual Rumah Puri Mansion","Puri Mansion, Jakarta Barat, DKI Jakarta","Rp","6 M","3","3","300 m²","WhatsApp","Rp 30.000.000 per m²","tel:+6289678905202","Hubungi"
"Dijual Rumah Puri Kencana","Puri Indah, Jakarta Barat, DKI Jakarta","Rp","13 M","4","4","750 m²","WhatsApp","Rp 52.000.000 per m²","tel:+6289678905199","Hubungi"
"Di Jual Rumah Mewah di Duren Sawit","Duren Sawit, Duren Sawit, Jakarta Timur, DKI Jakarta","Rp","13,9 M","10","6","1000 m²","WhatsApp","Rp 13.900.000 per m²","tel:+628111335588","Hubungi"
"Dijual Rumah Mewah Konsep Villa, Pejaten Barat Jakarta Selatan","Pejaten, Jakarta Selatan, DKI Jakarta","Rp","40 M","4","5","938 m²","WhatsApp","Rp 25.125.628 per m²","tel:+6281310747410","Hubungi"
"TAMAN GANDARIA - DIJUAL RUMAH  DALAM KOMPLEK - LOKASI ELITE","Gandaria, Jakarta Selatan, DKI Jakarta","Rp","11 M","4","3","310 m²","WhatsApp","Rp 45.833.333 per m²","tel:+6281310747410","Hubungi"
"CIPETE- DIJUAL RUMAH DALAM KOMLEK - HARGA MURAH LUAS TANAH 572 m2","Cipete, Jakarta Selatan, DKI Jakarta","Rp","12 M","6","3","317 m²","WhatsApp","Rp 20.979.021 per m²","tel:+6281310747410","Hubungi"
"Rumah Baru 2 Lantai di Kalisari Jakarta Timur","Jl Raya Kalisari Jakarta Timur, Kalisari, Jakarta Timur, DKI Jakarta","Rp","380 jt","3","2","70 m²","WhatsApp","Rp 10.857.143 per m²","tel:+6282277775682","Hubungi"
"RUMAH CILANDAK KKO JAKARTA SELATAN MODERN CLASSIC SIAP HUNI","Jl. Cilandak kko jakarta selatan, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","3,65 M","5","4","230 m²","WhatsApp","Rp 33.486.239 per m²","tel:+6281384819992","Hubungi"
"Rumah Pluit Murni","Pluit, Jakarta Utara, DKI Jakarta","Rp","5 M","4","3","250 m²","WhatsApp","Rp 31.250.000 per m²","tel:+6282114516056","Hubungi"
"PEJATEN - TOWNHOUSE EXCLUSIVE DEKAT PEJATEN VILLAGE","Info & Janji Survey : FITRI - WA. 0812.8003.0500, Cipete, Jakarta Selatan, DKI Jakarta","Rp","4,275 M","5","4","220 m²","WhatsApp","Rp 28.125.000 per m²","tel:+6281280030500","Hubungi"
"PEJATEN - EXCLUSIVE & PRIVATE TOWNHOUSE AT PEJATEN, JAKARTA SELATAN.","Info & Janji Survey : FITRI - WA.  0812.8003.0500, Bangka, Jakarta Selatan, DKI Jakarta","Rp","4,27 M","5","4","220 m²","WhatsApp","Rp 29.047.619 per m²","tel:+6281280030500","Hubungi"
"PEJATEN - EXCLUSIVE & PRIVATE TOWNHOUSE AT PEJATEN, JAKARTA SELATAN.","INFO & SURVEY : FITRI HATTA - WA. 0812.8003.0500, Pejaten, Jakarta Selatan, DKI Jakarta","Rp","4,27 M","5","4","220 m²","WhatsApp","Rp 29.047.619 per m²","tel:+6281280030500","Hubungi"
"JAGAKARSA - READY STOCK. CLUSTER 3 LANTAI EXCLUSIVE","Info : Fitri Hatta - WA . 0812.8003.0500, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","2,028 M","3","3","170 m²","WhatsApp","Rp 33.800.000 per m²","tel:+6281280030500","Hubungi"
"Bangka","Bangka, Jakarta Selatan, DKI Jakarta","Rp","15,5 M","5","5","700 m²","WhatsApp","Rp 14.181.153 per m²","tel:+6282122258171","Hubungi"
"Grand Trevista Residence Kebun Jeruk","Jalan Anggrek No.99, Kebon Jeruk, Jakarta Barat, DKI Jakarta","Rp","3,848 M","3","3","154 m²","WhatsApp","Rp 38.480.000 per m²","tel:+6281319545797","Hubungi"
"Dijual cepat rumah hook termurah di Royal Residance Cakung","Cakung, Jakarta Timur, DKI Jakarta","Rp","2,75 M","4","4","200 m²","WhatsApp","Rp 12.222.222 per m²","tel:+6281311338893","Hubungi"
"Rumah Mewah 3 Lantai Terbaru di Jagakarsa, Jakarta Selatan","Jl Timbul, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","4,95 M","6","6","320 m²","WhatsApp","Rp 22.197.309 per m²","tel:+6281347857499","Hubungi"
"Rumah Mewah Dengan Private Pool Terdepan di Kebagusan, Pasar Minggu","Jl. Kebagusan, Kebagusan, Jakarta Selatan, DKI Jakarta","Rp","3,5 M","5","5","250 m²","WhatsApp","Rp 34.313.725 per m²","tel:+6285217079399","Hubungi"
"Rumah Mewah Lokasi Strategis di Pasar Minggu","Pasar Minggu, Pasar Minggu, Jakarta Selatan, DKI Jakarta","Rp","2,15 M","4","4","150 m²","WhatsApp","Rp 33.593.750 per m²","tel:+6285217079399","Hubungi"
"Rumah Cantik Siap Huni Dekat ke Cilandak dan Ragunan","Jl. Sadar, Jagakarsa, Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","1,9 M","4","4","140 m²","WhatsApp","Rp 21.348.315 per m²","tel:+6285217079399","Hubungi"
"Rumah Classic Modern Lokasi Premium di Jagakarsa","Jl. M. Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","1,475 M","3","3","100 m²","WhatsApp","Rp 24.583.333 per m²","tel:+6285217079399","Hubungi"
"Rumah KPR Syariah DP Ringan Cicilan Flatt 10 menit Ke Tol","Jl Alternatif Cibubur, Pondok Ranggon, Jakarta Timur, DKI Jakarta","Rp","999 jt","3","2","80 m²","WhatsApp","Rp 13.320.000 per m²","tel:+6285882548939","Hubungi"
"Rumah Murah di Area Munjul, hunian Islami Akad Syariah","Jl dalang , munjul, cipayung jakarta timur, Cipayung, Jakarta Timur, DKI Jakarta","Rp","825 jt","3","3","60 m²","WhatsApp","Rp 11.458.333 per m²","tel:+6285732268297","Hubungi"
"Rumah Murah di Area Munjul, hunian Islami Akad Syariah","jl dalang,munjul, cipayung, jakarta timur, Cipayung, Jakarta Timur, DKI Jakarta","Rp","826 jt","3","3","60 m²","WhatsApp","Rp 11.472.222 per m²","tel:+6285732268297","Hubungi"
"Rumah di jual munjul cipayung jakarta timur lokasi strategis","jl semar cipayung jakarta timur, Cipayung, Jakarta Timur, DKI Jakarta","Rp","825 jt","3","3","60 m²","WhatsApp","Rp 11.458.333 per m²","tel:+6285732268297","Hubungi"
"townhouse medina munjul cipayung jakarta","jl dalang munjul cipayung jakarta timur, Cipayung, Jakarta Timur, DKI Jakarta","Rp","826 jt","3","3","60 m²","WhatsApp","Rp 11.013.333 per m²","tel:+6285732268297","Hubungi"
"ANA*RUMAH BAGUS FULL FURNISHED UK 7. 5X15M 2. 25 LANTAI DI KOMPLEK KAV. POLRI JELAMBAR","Jelambar - W A - 0 8 5 2 1 5 0 5 1 1 2 2 - *ANA*., Jelambar, Jakarta Barat, DKI Jakarta","Rp","2,9 M","4","3","165 m²","WhatsApp","Rp 25.892.857 per m²","tel:+6285215051122","Hubungi"
"Rumah 1 lantai arsitektur jawa tradisional dengan kolam renang, puri mutiara, kemang, luas 793 mtr","puri mutiara III, cipete selatan, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","15 M","4","3","350 m²","WhatsApp","Rp 18.915.511 per m²","tel:+6281808801688","Hubungi"
"Dijual rumah pik 12x30","PIK, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","18 M","4","3","550 m²","WhatsApp","Rp 50.000.000 per m²","tel:+628999931994","Hubungi"
"Di Jual Rumah Sudah Langka Ukuran 6 x 12. 5 m Harga 3. 15 M","Pantai Maju PIK, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","3,15 M","3","3","135 m²","WhatsApp","Rp 42.000.000 per m²","tel:+628999931994","Hubungi"
"Perum Muara Karang",". Jl. Muara Karang Raya, Jakarta Utara, Muara Karang, Jakarta Utara, DKI Jakarta","Rp","6,8 M","5","4","180 m²","WhatsApp","Rp 34.000.000 per m²","tel:+62818527833","Hubungi"
"Townhouse Cilandak Dalam","Jl. Cilandak Dalam, Jakarta Selatan, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","6 M","3","3","256 m²","WhatsApp","Rp 33.898.305 per m²","tel:+6281210040099","Hubungi"
"RUMAH DIJUAL KEBAYORAN BARU BRAWIJAYA BRAND NEW 590 M2 AREA RINDANG ASRI JALAN LEBAR VIEW TIMUR","kebayoran baru, Kebayoran Baru, Jakarta Selatan, DKI Jakarta","Rp","75 M","4","5","1200 m²","WhatsApp","Rp 127.118.644 per m²","tel:+6281281858910","Hubungi"
